titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Time evolution of a Nambu-Goto string coiling around a Kerr black hole,"The interaction between a Nambu-Goto string and a Kerr black hole gives one of the methods of energy extraction from a rotating black hole. Although the properties of such processes have been well studied for rigidly rotating strings, little is known for non-rigidly rotating strings. In this paper, we study time evolution of a Nambu-Goto string on the equatorial plane of a Kerr spacetime, which sticks on the horizon and extends to spatial infinity. The time evolution is studied by the series expansion with respect to $t$ and the numerical simulations, which give reliable results for $t\lesssim 4M$ and $t\lesssim 38M$, respectively, where $M$ is the black hole mass. Since the angular velocity of the string on the horizon must coincide with the horizon angular velocity to keep the timelike property, the string is dragged into rotation and coils around the black hole. The negative energy is observed to fall into the black hole, but the positive energy follows after that, meaning that the energy extraction occurs for a short period of time. In the outside region, a wave is generated and propagates to the distant region carrying the extracted energy. After the propagation of the wave, the system approaches the time-independent configuration found by Boos and Frolov, and the total extracted energy is estimated as $E_{\rm ext}\lesssim μM$, where $μ$ is the tension of the string.","['gr-qc', 'astro-ph.HE', 'hep-th']",http://arxiv.org/abs/2604.20656v1,https://arxiv.org/pdf/2604.20656v1,22/04/2026-15:06:29,"['Hirotaka Yoshino', 'Kousuke Tanaka']",gr-qc
Absence of Ballistic Transport in Quantum Walks with Asymptotically Reflecting Sites,"We prove general sufficient conditions for zero velocity in position dependent one-dimensional quantum walks, and hence for the absence of ballistic transport. Our starting point is a general a priori upper bound on the velocity, formulated in terms of sparse bi-infinite sequences of sites, their gap structure, and the corresponding local coin parameters. This estimate yields several deterministic criteria for zero velocity that depend only on the behavior of suitable coin entries along selected subsequences and are independent of the values of the coins elsewhere. We also discuss the random case as an application of the general approach. All of our results remain valid in the CMV setting.",['math-ph'],http://arxiv.org/abs/2604.20654v1,https://arxiv.org/pdf/2604.20654v1,22/04/2026-15:03:47,"['Houssam Abdul-Rahman', 'Thomas A. Jackson', 'Yousef Salah']",math-ph
MAPRPose: Mask-Aware Proposal and Amodal Refinement for Multi-Object 6D Pose Estimation,"6D object pose estimation in cluttered scenes remains challenging due to severe occlusion and sensor noise. We propose MAPRPose, a two-stage framework that leverages mask-aware correspondences for pose proposal and amodal-driven Region-of-Interest (ROI) prediction for robust refinement. In the Mask-Aware Pose Proposal (MAPP) stage, we lift 2D correspondences into 3D space to establish reliable keypoint matches and generate geometrically consistent pose hypotheses based on correspondence-level scoring, from which the top-$K$ candidates are selected. In the refinement stage, we introduce a tensorized render-and-compare pipeline integrated with an Amodal Mask Prediction and ROI Re-Alignment (AMPR) module. By reconstructing complete object geometry and dynamically adjusting the ROI, AMPR mitigates localization errors and spatial misalignment under heavy occlusion. Furthermore, our GPU-accelerated RGB-XYZ reprojection enables simultaneous refinement of all $N \times B$ pose hypotheses in a single forward pass. Evaluated on the BOP benchmark, MAPRPose achieves a state-of-the-art Average Recall (AR) of 76.5%, outperforming FoundationPose by 3.1% AR while delivering a 43x speedup in multi-object inference.",['cs.CV'],http://arxiv.org/abs/2604.20650v1,https://arxiv.org/pdf/2604.20650v1,22/04/2026-15:00:46,"['Yang Luo', 'Yan Gong', 'Yongsheng Gao', 'Xiaoying Sun', 'Jie Zhao']",cs.CV
"Quo Vadis, Code Review? Exploring the Future of Code Review","Context: Code review has long been a core practice in collaborative software engineering. As automation becomes increasingly embedded in development workflows, the role and functioning of code review are subject to change.
  Objective: This study explores how professional developers anticipate the evolution of code review and identifies emerging tensions reflected in these expectations.
  Method: We conducted a cross-sectional survey with 100 developers across five software-driven companies. The survey captured estimates of current review time and reviewed artifacts, as well as anticipated changes over a five-year horizon. Open-ended questions invited reflections on the future of code review. Quantitative responses were analyzed descriptively, and open-ended responses were independently coded by multiple researchers using thematic analysis to identify recurring patterns in participant responses.
  Results: Practitioners expect code review to remain essential, anticipating stable or increased time investment and a broader range of reviewed artifacts over the next five years. In open-ended responses, many participants explicitly referenced AI and large language models (LLMs), describing increasing automation in both code authoring and reviewing, including scenarios in which automated systems operate in both roles.
  Conclusion: Our analysis suggests emerging tensions concerning understanding, accountability, and trust in automation-mediated code review. These tensions provide early empirical signals of socio-technical challenges and position code review as a concrete setting for examining the implications of LLM integration in collaborative software engineering.",['cs.SE'],http://arxiv.org/abs/2508.06879v5,https://arxiv.org/pdf/2508.06879v5,09/08/2025-08:17:57,"['Michael Dorner', 'Andreas Bauer', 'Darja Šmite', 'Lukas Thode', 'Daniel Mendez', 'Ricardo Britto', 'Stephan Lukasczyk', 'Ehsan Zabardast', 'Michael Kormann']",cs.SE
Using Astrometry to Break Degeneracies in Stellar Surface Mapping,"Astrometric jitter noise arises when starspots on a rotating stellar surface move in and out of view, shifting the photocenter. This noise may limit our ability to detect and weigh small, sub-Neptune-sized planets around active stars. By deriving a linear forward model for the astrometric jitter signal of a rotating star in a spherical-harmonic coordinate system, we show that jitter noise can be used to reconstruct surface-brightness maps and, in principle, disentangle jitter from stellar reflex motion due to an orbiting planet. Furthermore, we show that astrometry and photometry probe complementary surface information: photometry measures even-degree spherical harmonic surfaces that are symmetric about the equator, while astrometry measures odd-degree modes. Their joint use, therefore, breaks degeneracies in surface mapping. Our model further quantifies the variation in the astrometric signal with inclination angle, which is foundational for studies of worst-case configurations of astrometric star-spot noise. For example, we show that pole-on stellar inclinations lead to poorly constrained inversions, as any stellar surface produces a purely circular astrometric jitter signal. We characterize the degeneracy in jointly identifying the stellar surface and stellar inclination, and develop a surface estimation approach. Using this approach, we present example simulations and reconstructions that demonstrate the use of astrometry data alongside light-curve data to improve stellar surface mapping and localize spot positions in latitude and longitude. With forthcoming high-precision Gaia astrometry, astrometric surface mapping provides a promising new approach to probe stellar activity.","['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']",http://arxiv.org/abs/2601.11737v2,https://arxiv.org/pdf/2601.11737v2,16/01/2026-19:40:25,"['Jamila Taaki', 'Lia Corrales', 'Alfred O. Hero']",astro-ph.SR
Strain effects in [001] textured Co80Ir20 thin films with negative magnetocrystalline anisotropy,"Co80Ir20 ferromagnetic thin films have recently been the focus of intensive research because the negative magnetocrystalline anisotropy adds to the shape anisotropy and favors a strong alignment of the magnetization in the film plane for [001] textured or epitaxial thin films. However, the role of magnetoelastic effects has not been properly considered in most published research. In this work we have performed a detailed analysis of 24 nm Co80Ir20 thin films deposited on Si/SiO2 with different underlayers (Ta, Pt) and overlayers in order to induce [001]-textured growth and different degrees of strain. Using x-ray diffraction measurements we have found that the c-axis lattice parameter depends on the underlayer material (larger negative strain for Ta), but the degree of texture and the average grain size remain essentially constant, except for one of the multilayers. Differences in the magnetic behavior according to the underlayer were also found in room temperature magnetization vs field loops and temperature dependent dc magnetization measurements. Anisotropy was quantified using ferromagnetic resonance which showed that the effective anisotropy field is also dependent on the underlayer. Ta underlayers show an anisotropy close to that expected for shape, while Pt underlayer induces an additional in-plane anisotropy field of the order of 7-9 kOe. A simple model of stress induced anisotropy gives anisotropy field values similar to those observed experimentally. The correlation between observed strain and anisotropy together with the similarity in microstructural properties strongly suggests that stress effects cannot be disregarded when analyzing the magnetic data for the estimation of the magnetocrystalline contribution.",['cond-mat.mtrl-sci'],http://arxiv.org/abs/2604.20645v1,https://arxiv.org/pdf/2604.20645v1,22/04/2026-14:55:16,"['L. Aviles Felix', 'M. Vasquez Mansilla', 'J. E. Gomez', 'M. Balod', 'J. Padilla', 'J. Santiso', 'Subhakanta Das', 'S. N. Piramanayagam', 'A. Butera']",cond-mat.mtrl-sci
RandomMeas.jl: A Julia Package for Randomized Measurements in Quantum Devices,"We introduce $\texttt{RandomMeas.jl}$, a modular and high-performance open-source software package written in Julia for implementing and analyzing randomized measurement protocols in quantum computing. Randomized measurements provide a powerful framework for extracting properties of quantum states and processes such as expectation values, entanglement, and fidelities using simple experimental procedures combined with classical post-processing, most prominently via the classical shadow formalism. $\texttt{RandomMeas.jl}$ covers the full randomized measurement workflow, from the generation of measurement settings for use on a quantum computer, the optional classical simulation of randomized measurements with tensor networks, to a suite of estimators for physical properties based on classical shadows. The package includes advanced features such as robust and shallow shadow techniques, batch estimators, and built-in statistical uncertainty estimation. Its unified, composable design enables the scalable application and further development of randomized measurements protocols across theoretical and experimental contexts.",['quant-ph'],http://arxiv.org/abs/2509.12749v3,https://arxiv.org/pdf/2509.12749v3,16/09/2025-07:10:21,"['Andreas Elben', 'Benoît Vermersch']",quant-ph
"Evaluating Computing Platforms for Sustainability: A Comparative Analysis of FPGAs against ASICs, GPUs, and CPUs","Climate change concerns emphasize the need for sustainable computing. Modeling the carbon footprint (CFP), including operational and embodied CFP from semiconductor use, manufacture and design, is essential. Field programmable gate arrays (FPGAs) stand out as promising platforms due to their reconfigurability across various applications, enabling the amortization of embodied CFP across multiple applications. This paper introduces GreenFPGA, a tool estimating the total CFP of FPGAs over their lifespan, considering uncertainties in CFP modeling. It accounts for CFP during design, manufacturing, reconfigurability (reuse), operation, disposal, testing, and recycling. GreenFPGA identifies deployment regimes in which FPGAs can be more sustainable than ASICs, GPUs, and CPUs under the modeled iso-performance assumptions. Experimental results highlight the importance of analyzing applications across different computing platforms to assess their CFP while varying parameters such as application type, lifetime, usage time, and volume impact their total CFP. Across the evaluated pairwise iso-performance case studies with ASICs, GPUs, and CPUs, FPGAs can be more sustainable under specific deployment regimes involving frequently changing, diverse workloads and low-volume applications.","['cs.AR', 'cs.ET']",http://arxiv.org/abs/2604.20638v1,https://arxiv.org/pdf/2604.20638v1,22/04/2026-14:50:01,"['Chetan Choppali Sudarshan', 'Aman Arora', 'Vidya A Chhabria']",cs.AR
"Distributional Statistical Models: Weak Moments, Cumulants, and a Central Limit Theorem","Many important statistical models fall outside classical moment-based methods due to the non-existence of moments or moment generating functions. We propose a generalised probabilistic framework in which densities are replaced by pairs $(T,\varphi)$, where $T \in \mathcal{S}'(\mathbb{R})$ is a tempered distribution and $\varphi \in \mathcal{S}(\mathbb{R})$ is a Schwartz kernel. Expectations are defined via the action of distributions on regularised test functions, yielding well-defined weak moments, weak characteristic functions, and weak cumulants of all orders. These extend classical quantities and retain key algebraic properties such as additivity under independence and natural affine transformation rules.
  The main results are: (i) a systematic algebra of weak cumulants; (ii) a weak moment problem where existence of all moments holds unconditionally and uniqueness depends on the kernel, with uniqueness results under Gaussian kernels (via Hermite completeness), positive Schwartz kernels with square-integrable densities (via a Carleman-type criterion), and kernels with exponential decay (via Denjoy-Carleman quasi-analyticity); and (iii) a weak central limit theorem formulated as convergence of weak characteristic functions to a Gaussian limit, covering cases where the classical theorem fails.
  The framework is illustrated with Student's $t$, stable, and hyperbolic distributions. As a statistical consequence, the weak first moment yields a consistent estimator of the location parameter in the Cauchy model, where no classical moment-based estimator exists. A full statistical treatment is given in a companion paper.","['math.PR', 'math.ST']",http://arxiv.org/abs/2604.20634v1,https://arxiv.org/pdf/2604.20634v1,22/04/2026-14:46:39,['R. Labouriau'],math.PR
Review: A new method for estimation and use of systematic errors in Poisson regression,"A new method for including systematic errors in the regression with Poisson data is reviewed in this contribution, with emphasis on applications to astronomical spectra. The method consists of generalizing the usual Poisson log-likelihood, known as the Cash statistic $C_{min}$, and its associated likelihood-ratio statistic $ΔC$, to include the presence of systematic sources of uncertainty. Advantages of this new method include its modeling simplicity and its ability to assess both the level of systematics and the goodness of fit at the same time, including for a nested model component.","['astro-ph.IM', 'stat.ME']",http://arxiv.org/abs/2604.20632v1,https://arxiv.org/pdf/2604.20632v1,22/04/2026-14:45:17,['M. Bonamente'],astro-ph.IM
Double Robust Weighted Regression with Missing Confounders,"Missing confounders are common in observational studies and present fundamental challenges for causal effect estimation by weakening identification and increasing sensitivity to model misspecification. Within the missing-indicator framework, existing methods rely on a single working model and achieve consistency only when that model is correctly specified, and are therefore singly robust. In this article, we develop a doubly robust missing indicator weighted ordinary least squares (MI-WOLS) estimator with partially observed confounders. The MI-WOLS estimator incorporates the treatment assignment mechanism, commonly known as the propensity score model, into the weighting structure of the outcome regression. Building on the missing-indicator framework, we define propensity score based regression weights that satisfy a covariate-balancing condition in the presence of confounder missingness. Under the missingness-strongly-ignorable treatment allocation assumption and assuming either a Conditionally Independent Treatment or Conditionally Independent Outcome structure, the MI-WOLS estimator is consistent when at least the treatment or the outcome model is correctly specified. Simulation studies support the theoretical robustness of the MI-WOLS estimator, demonstrating negligible bias, accurate sandwich-based variance estimation, and near-nominal coverage probability across a wide range of data-generating scenarios. An illustrative application to kidney function outcomes further demonstrates the interpretability and practical feasibility of the method, offering a flexible, doubly robust alternative to existing singly robust estimators.",['stat.ME'],http://arxiv.org/abs/2604.20630v1,https://arxiv.org/pdf/2604.20630v1,22/04/2026-14:45:00,"['Md. Shaddam Hossain Bagmar', 'Hua Shen']",stat.ME
Rates of forgetting for the sequentially Markov coalescent,"The sequentially Markov coalescent (SMC) is a Markov jump process which models correlations in local genealogies across a chromosome. It has been used as a theoretical tool for studying linkage disequilibrium and identity-by-descent, and it also forms the basis of a class of statistical procedures for estimating population history and inferring ancestry. In this paper, we study the rate at which SMC forgets its initial condition in the pairwise setting. For the embedded jump chain, we prove geometric ergodicity in total variation, with explicit constants. For the continuous process, by contrast, the total variation distance from stationarity decays as $\asymp 1/\ell$ in genetic distance $\ell$. We obtain analogous results for the closely related SMC' process using a novel time-change argument. One application of these results is to justify heuristic approximations used in the literature that treat distant loci as evolving independently.","['math.PR', 'q-bio.PE']",http://arxiv.org/abs/2604.20629v1,https://arxiv.org/pdf/2604.20629v1,22/04/2026-14:44:31,['Jonathan Terhorst'],math.PR
"Rather than drafting, vortex capture dictates efficiency in three-hydrofoil schools","Three-dimensional experiments are presented on a school of three pitching hydrofoils. Two side-by-side leader foils maintain the same relative positions while the location of a third follower foil is varied. Force and flow measurements detail the mechanisms that drive the school to achieve collective thrust and efficiency that are 58% and 24% higher than isolated foils, respectively. Traditional drafting involves positioning yourself in the wake of an upstream object. In wakes with a net momentum deficit, drafting reduces drag by lowering oncoming flow speed. By contrast, wakes from oscillatory swimmers feature strong momentum surplus regions, which increases drag by increasing the oncoming flow. Despite that, our results show that the best performance benefits occur for compact schools where the follower is directly in the vortex wake of a leader, whereas regions of reduced mean flow do not improve performance. The thrust and efficiency benefits are shown to be driven by vortex-body interactions that increase the thrust and efficiency of the follower and by body-to-body upstream interactions that reduce the power of the leaders. There is an optimal spatial phase to maximize the thrust and efficiency of the follower that depends upon the actual wake wavelength rather than the estimated wavelength used in previous literature. Moreover, wake breakdown, and its associated elimination of vortex-body performance benefits, is not observed within at least three chord lengths downstream of the leaders. Lastly, measurements of the cross-stream stability of the downstream foil indicate that compact, high-performance formations may require active control strategies in order to maintain their organization and maximise the hydrodynamic benefits of schooling.",['physics.flu-dyn'],http://arxiv.org/abs/2604.19121v2,https://arxiv.org/pdf/2604.19121v2,21/04/2026-06:03:00,"['Pedro C. Ormonde', 'Yuanhang Zhu', 'Daniel Quinn', 'Keith W Moored']",physics.flu-dyn
Centering Ecological Goals in Automated Identification of Individual Animals,"Recognizing individual animals over time is central to many ecological and conservation questions, including estimating abundance, survival, movement, and social structure. Recent advances in automated identification from images and even acoustic data suggest that this process could be greatly accelerated, yet their promise has not translated well into ecological practice. We argue that the main barrier is not the performance of the automated methods themselves, but a mismatch between how those methods are typically developed and evaluated, and how ecological data is actually collected, processed, reviewed, and used. Future progress, therefore, will depend less on algorithmic gains alone than on recognizing that the usefulness of automated identification is grounded in ecological context: it depends on what question is being asked, what data are available, and what kinds of mistakes matter. Only by centering these questions can we move toward automated identification of individuals that is not only accurate but also ecologically useful, transparent, and trustworthy.","['q-bio.PE', 'cs.AI']",http://arxiv.org/abs/2604.20626v1,https://arxiv.org/pdf/2604.20626v1,22/04/2026-14:41:47,"['Lukas Picek', 'Timm Haucke', 'Lukáš Adam', 'Ekaterina Nepovinnykh', 'Lasha Otarashvili', 'Kostas Papafitsoros', 'Tanya Berger-Wolf', 'Michael B. Brown', 'Tilo Burghardt', 'Vojtech Cermak', 'Daniela Hedwig', 'Justin Kitzes', 'Sam Lapp', 'Subhransu Maji', 'Daniel Rubenstein', 'Arjun Subramonian', 'Charles Stewart', 'Silvia Zuffi', 'Sara Beery']",q-bio.PE
Stochastic Krylov Dynamics: Revisiting Operator Growth in Open Quantum Systems,"In closed quantum systems, Krylov complexity admits a geometric description; operator growth is equivalent to Hamiltonian flow in an emergent phase space whose structure is fixed by the Lanczos coefficients. We show that this picture survives, albeit in a fundamentally altered form, once the system is coupled to an environment.Using a Schwinger-Keldysh formulation of the full counting statistics of the Krylov position, we derive an effective action for operator growth under Lindblad dynamics. Even for the minimal case of dephasing, the phase-space dynamics ceases to be Hamiltonian; environmental coupling generates diffusion in the variable conjugate to Krylov depth, converting deterministic trajectories in to stochastic ones. The hyperbolic mechanism underlying exponential complexity growth is therefore broadened and, beyond a parametrically controlled scale, destroyed.This identifies dissipation as a relevant perturbation of the chaotic Krylov fixed point and reveals operator growth in open systems as a problem of stochastic dynamics in an emergent phase space.","['hep-th', 'cond-mat.stat-mech', 'quant-ph']",http://arxiv.org/abs/2604.20619v1,https://arxiv.org/pdf/2604.20619v1,22/04/2026-14:33:49,"['Arpan Bhattacharyya', 'S. Shajidul Haque', 'Jeff Murugan', 'Mpho Tladi', 'Hendrik J. R. Van Zyl']",hep-th
How Will My Business Process Unfold? Predicting Case Suffixes With Start and End Timestamps,"Predictive process monitoring supports operational decision-making by forecasting future states of ongoing business cases. A key task is case suffix prediction, which estimates the remaining sequence of activities for a case. Most existing approaches only generate activities with a single timestamp (usually the completion time). However, this is insufficient for resource capacity planning, which requires distinguishing between waiting time and processing time to accurately schedule resources and manage workloads. This paper introduces a technique to predict case suffixes that include both start and end timestamps. By predicting distinct waiting and processing intervals, the method provides a more granular view of future resource demands.",['cs.LG'],http://arxiv.org/abs/2509.14536v3,https://arxiv.org/pdf/2509.14536v3,18/09/2025-02:01:30,"['Muhammad Awais Ali', 'Marlon Dumas', 'Fredrik Milani']",cs.LG
Why AI-Generated Text Detection Fails: Evidence from Explainable AI Beyond Benchmark Accuracy,"The widespread adoption of Large Language Models (LLMs) has made the detection of AI-Generated text a pressing and complex challenge. Although many detection systems report high benchmark accuracy, their reliability in real-world settings remains uncertain, and their interpretability is often unexplored. In this work, we investigate whether contemporary detectors genuinely identify machine authorship or merely exploit dataset-specific artefacts. We propose an interpretable detection framework that integrates linguistic feature engineering, machine learning, and explainable AI techniques. When evaluated on two prominent benchmark corpora, namely PAN CLEF 2025 and COLING 2025, our model trained on 30 linguistic features achieves leaderboard-competitive performance, attaining an F1 score of 0.9734. However, systematic cross-domain and cross-generator evaluation reveals substantial generalisation failure: classifiers that excel in-domain degrade significantly under distribution shift. Using SHAP- based explanations, we show that the most influential features differ markedly between datasets, indicating that detectors often rely on dataset-specific stylistic cues rather than stable signals of machine authorship. Further investigation with in-depth error analysis exposes a fundamental tension in linguistic-feature-based AI text detection: the features that are most discriminative on in-domain data are also the features most susceptible to domain shift, formatting variation, and text-length effects. We believe that this knowledge helps build AI detectors that are robust across different settings. To support replication and practical use, we release an open-source Python package that returns both predictions and instance-level explanations for individual texts.","['cs.CL', 'cs.AI']",http://arxiv.org/abs/2603.23146v2,https://arxiv.org/pdf/2603.23146v2,24/03/2026-12:46:15,"['Shushanta Pudasaini', 'Luis Miralles-Pechuán', 'David Lillis', 'Marisa Llorens Salvador']",cs.CL
"Too Sharp, Too Sure: When Calibration Follows Curvature","Modern neural networks can achieve high accuracy while remaining poorly calibrated, producing confidence estimates that do not match empirical correctness. Yet calibration is often treated as a post-hoc attribute. We take a different perspective: we study calibration as a training-time phenomenon on small vision tasks, and ask whether calibrated solutions can be obtained reliably by intervening on the training procedure. We identify a tight coupling between calibration, curvature, and margins during training of deep networks under multiple gradient-based methods. Empirically, Expected Calibration Error (ECE) closely tracks curvature-based sharpness throughout optimization. Mathematically, we show that both ECE and Gauss--Newton curvature are controlled, up to problem-specific constants, by the same margin-dependent exponential tail functional along the trajectory. Guided by this mechanism, we introduce a margin-aware training objective that explicitly targets robust-margin tails and local smoothness, yielding improved out-of-sample calibration across optimizers without sacrificing accuracy.","['cs.LG', 'math.DS', 'math.OC', 'stat.ML']",http://arxiv.org/abs/2604.20614v1,https://arxiv.org/pdf/2604.20614v1,22/04/2026-14:28:52,"['Alessandro Morosini', 'Matea Gjika', 'Tomaso Poggio', 'Pierfrancesco Beneventano']",cs.LG
E-values and sequential power-one tests for monotonicity and unimodality,"We develop e-values and e-processes testing the null hypothesis that a distribution over nonnegative integers is monotone, and that a distribution over integers is unimodal given a certain mode. Our e-processes lead to tests of power one under any non-null distribution with a sequence of i.i.d. observations, and consistent set-valued mode estimators that eventually equal the true set of modes. Additionally, we characterize the set of all e-values, and therefore the set of all valid tests, with one monotone and unimodal observation, as well as the most powerful e-value for a fixed alternative. We then show that many of our results can be generalized to continuous random variables, relating them to the existing results in the shape-constrained inference literature.","['math.ST', 'math.PR']",http://arxiv.org/abs/2604.20612v1,https://arxiv.org/pdf/2604.20612v1,22/04/2026-14:28:21,"['Hongjian Wang', 'Aaditya Ramdas']",math.ST
Efficiently Closing Loops in LiDAR-Based SLAM Using Point Cloud Density Maps,"Consistent maps are key for most autonomous mobile robots, and they often use SLAM approaches to build such maps. Loop closures via place recognition help to maintain accurate pose estimates by mitigating global drift, and are thus key for realizing an effective SLAM system. This paper presents a robust loop closure detection pipeline for outdoor SLAM with LiDAR-equipped robots. Our method handles various LiDAR sensors with different scanning patterns, fields of view, and resolutions. It generates local maps from LiDAR scans and aligns them using a ground alignment module to handle both planar and non-planar motion of the LiDAR, ensuring applicability across platforms. The method uses density-preserving bird's-eye-view projections of these local maps and extracts ORB feature descriptors for place recognition. It stores the feature descriptors in a binary search tree for efficient retrieval, and self-similarity pruning addresses perceptual aliasing in repetitive environments. Extensive experiments on public and self-recorded datasets demonstrate accurate loop closure detection, long-term localization, and cross-platform multi-map alignment, agnostic to the LiDAR scanning patterns, fields of view, and motion profiles. We provide the code for our pipeline as open-source software at https://github.com/PRBonn/MapClosures.",['cs.RO'],http://arxiv.org/abs/2501.07399v2,https://arxiv.org/pdf/2501.07399v2,13/01/2025-15:17:10,"['Saurabh Gupta', 'Tiziano Guadagnino', 'Benedikt Mersch', 'Niklas Trekel', 'Meher V. R. Malladi', 'Cyrill Stachniss']",cs.RO
Distributed Quantum Optimization for Large-Scale Higher-Order Problems with Dense Interactions,"Many real-world problems are naturally formulated as higher-order optimization (HUBO) tasks involving dense, multi-variable interactions, which are challenging to solve with classical methods. Quantum optimization offers a promising route, but hardware constraints and limitations to quadratic formulations have hampered their practicality. Here, we develop a distributed quantum optimization framework (DQOF) for dense, large-scale HUBO problems. DQOF assigns quantum circuits a central role in directly capturing higher-order interactions, while high-performance computing orchestrates large-scale parallelism and coordination. A clustering strategy enables wide quantum circuits without increasing depth, allowing efficient execution on near-term quantum hardware. We demonstrate high-quality solutions for HUBOs up to 500 variables within 170 seconds, significantly outperforming conventional approaches in solution quality and scalability. Applied to optical metamaterial design, DQOF efficiently discovers high-performance structures and shows that higher-order interactions are important for practical optimization problems. These results establish DQOF as a practical and scalable computational paradigm for large-scale scientific optimization.","['quant-ph', 'cs.CE', 'cs.DC']",http://arxiv.org/abs/2604.20599v1,https://arxiv.org/pdf/2604.20599v1,22/04/2026-14:15:20,"['Seongmin Kim', 'Vincent R. Pascuzzi', 'Travis S. Humble', 'Thomas Beck', 'Sanghyo Hwang', 'Tengfei Luo', 'Eungkyu Lee', 'In-Saeng Suh']",quant-ph
Nonlinear Weak Lensing reconstruction for Galaxy Clusters,"We present a numerical investigation of nonlinear cluster lens reconstruction using weak lensing mass mapping. Recent advances in imaging and shear estimation have pushed reliable reduced shear measurements closer to cluster cores, making mass reconstruction accessible in the nonlinear regime. However, the Kaiser-Squires based algorithm becomes unstable in cluster cores, where convergence $κ$ significantly deviates from zero and the linear approximation breaks down. To address this limitation, we develop a reconstruction framework with two key modifications: applying smooth masks to these regions and using a model-derived analytical solution as the initial guess, rather than assuming $κ= 0$. We validate our framework using simulated cluster lensing data with known mass distributions, incorporating realistic masks that arise from limitations in reduced shear measurements. We show that in the absence of shape noise, our framework yields high-fidelity mass reconstruction in regions of large reduced shear, with the best-performing method achieving residuals below $0.02 σ$ in the unmasked regions. This pushes mass reconstruction to higher accuracy in the nonlinear regime.",['astro-ph.CO'],http://arxiv.org/abs/2601.02816v2,https://arxiv.org/pdf/2601.02816v2,06/01/2026-08:46:16,"['Yuan Shi', 'Li Cui']",astro-ph.CO
Amortized Vine Copulas for High-Dimensional Density and Information Estimation,"Modeling high-dimensional dependencies while keeping likelihoods tractable remains challenging. Classical vine-copula pipelines are interpretable but can be expensive, while many neural estimators are flexible but less structured. In this work, we propose Vine Denoising Copula (VDC), an amortized vine-copula pipeline that trains a single bivariate denoising model and reuses it across all vine edges. For each edge, given pseudo-observations, the model predicts a density grid. We then apply an IPFP/Sinkhorn projection that enforces non-negativity, unit mass, and uniform marginals. This keeps the exact vine likelihood and preserves the usual copula interpretation while replacing repeated per-edge optimization with GPU inference. Across synthetic and real-data benchmarks, VDC delivers strong bivariate density accuracy, competitive MI/TC estimation, and substantial speedups for high-dimensional vine fitting. In practice, these gains make explicit information estimation and dependence decomposition feasible at scales where repeated vine fitting would otherwise be costly, although conditional downstream inference remains mixed.","['cs.LG', 'cs.IT', 'stat.ME']",http://arxiv.org/abs/2604.20568v1,https://arxiv.org/pdf/2604.20568v1,22/04/2026-13:49:14,['Houman Safaai'],cs.LG
Proximal Discontinuous Galerkin Methods for Variational Inequalities,"We introduce a family of proximal discontinuous Galerkin methods for variational inequalities, focusing on the obstacle problem as a didactic example. Each member of this family is born from applying a different well-known nonconforming finite element discretization to the Bregman proximal point method. We explicitly treat four examples: the symmetric interior penalty discontinuous Galerkin, the enriched Galerkin, the hybridizable interior penalty and the hybrid high-order methods. We formulate a unified analysis framework for this family of methods and prove the existence and uniqueness of solutions, energy dissipation, and error estimates for both the primal and dual variables. Remarkably, the proximal hybrid high-order method with piecewise constant cell unknowns and piecewise affine facet unknowns leads to the first higher-order convergence result for any proximal Galerkin method.",['math.NA'],http://arxiv.org/abs/2604.19708v2,https://arxiv.org/pdf/2604.19708v2,21/04/2026-17:31:33,"['Alexandre Ern', 'Brendan Keith', 'Dohyun Kim', 'Rami Masri', 'Beatrice Riviere']",math.NA
On Bayesian Softmax-Gated Mixture-of-Experts Models,"Mixture-of-experts models provide a flexible framework for learning complex probabilistic input-output relationships by combining multiple expert models through an input-dependent gating mechanism. These models have become increasingly prominent in modern machine learning, yet their theoretical properties in the Bayesian framework remain largely unexplored. In this paper, we study Bayesian mixture-of-experts models, focusing on the ubiquitous softmax-based gating mechanism. Specifically, we investigate the asymptotic behavior of the posterior distribution for three fundamental statistical tasks: density estimation, parameter estimation, and model selection. First, we establish posterior contraction rates for density estimation, both in the regimes with a fixed, known number of experts and with a random learnable number of experts. We then analyze parameter estimation and derive convergence guarantees based on tailored Voronoi-type losses, which account for the complex identifiability structure of mixture-of-experts models. Finally, we propose and analyze two complementary strategies for selecting the number of experts. Taken together, these results provide one of the first systematic theoretical analyses of Bayesian mixture-of-experts models with softmax gating, and yield several theory-grounded insights for practical model design.","['stat.ML', 'cs.LG']",http://arxiv.org/abs/2604.20551v1,https://arxiv.org/pdf/2604.20551v1,22/04/2026-13:37:00,"['Nicola Bariletto', 'Huy Nguyen', 'Nhat Ho', 'Alessandro Rinaldo']",stat.ML
